B0,ConKingdom,E,Eh,El,Habitat,OriginalTraitName,Rsqu,Th,Tl,aic,aicc,bic,id
0.018907837415537365,Metazoa,3.252492715756544,3.141483350042342,5.26078615161235,terrestrial,Population Growth Rate,0.9415067615916276,287.9800878413628,294.9497937086334,-83.60039854040387,-62.60039854040387,-81.21302690361365,1
1247.1496785120376,Metazoa,6.3933950157369726,1.6701647731114044,6.913558233418521,terrestrial,Population Growth Rate,-4.568921339563863,750.0637418838965,134.80317016304292,-32.69688765861686,-11.696887658616859,-30.309516021826635,2
867.1997458377571,Metazoa,2.307605167865341,0.16734140309804646,1.6977574630685979,terrestrial,Population Growth Rate,-12.00173224449394,-2324.6620672764166,120.06238383810862,-24.393276752846887,3.6067232471531128,-22.577766194882614,3
20.83407092358685,Plantae,0.3950010481450912,3.245823112998603,7.610991969997372e-08,terrestrial,Surface Area-Specific Photosynthetic Oxygen Production Rate,0.2843960185029991,277.7287983298739,6.82801322445303e-05,-148.57594925683222,-64.57594925683222,-148.0993000067532,4
6.545237463129183e-09,Metazoa,9.47313007938482,14.019254552400431,7.924243582312567,freshwater,Individual Mass Growth Rate,0.9744232995209641,296.91669796335606,293.12392292964,-120.5975108221354,-78.5975108221354,-119.41416335811809,5
1.7714965050430465e-09,Metazoa,0.8581679358014433,2.9629822853447756,0.10076060004386789,freshwater,Mass-Specific Respiration Rate,0.990844429271259,294.9237246046012,133.39443501591407,-467.4774869518655,-425.4774869518655,-466.29413948784816,6
0.061939521521630514,Plantae,1.583393348083343,2.016277044972198,6.508369947131239,freshwater,Population Growth Rate,0.9994612796278513,294.14941242096916,302.74158730338064,-125.14344413545939,-108.3434441354594,-122.23400423673138,7
0.3821022163101542,Bacteria,0.6118651852969819,11.813091858650358,3.3578331924158107,terrestrial,Population Growth Rate,0.9808023818564775,411.16051706187176,312.6831149063931,-29.78766392181047,12.21233607818953,-28.604316457793153,8
0.5034320677530619,Bacteria,0.5205098465094224,8.412680532694162,2.023137657107297,terrestrial,Population Growth Rate,0.9995597066110115,315.8511277045186,315.0618859817101,-80.17620820719287,-59.17620820719287,-77.78883657040265,9
0.25211414747743777,Fungi,2.357723102654099,9.38787156680555,2.8410273261298453,terrestrial,Radial Growth Rate,0.9918479742268378,300.9742610123901,292.5593771031655,-24.658327998792892,59.34167200120711,-24.18167874871388,10
0.011015899709248211,Fungi,6.070583615900716,15.84156441130261,5.93713120489658,terrestrial,Radial Growth Rate,0.9791909942517687,299.38563345535607,289.644353264882,-17.306182850146136,24.693817149853864,-16.12283538612882,11
0.7509994645111113,Fungi,1.6179049123937381,20.02864204078986,2.3009054824323796,terrestrial,Radial Growth Rate,0.9929202526385434,305.47579526274524,293.4310633809961,-24.612577416055593,59.38742258394441,-24.13592816597658,12
11.29300718669084,Fungi,3.908768023139311,5.043399963930709,5.883244188104492,terrestrial,Radial Growth Rate,-4.322544941032785,286.8143849219545,167.61772261260097,31.106431747172664,115.10643174717266,31.583080997251678,13
0.3535970474686372,Fungi,2.546504333930786,7.262631658817934,2.4923509697191246,terrestrial,Radial Growth Rate,0.9956649467341973,300.7118362185246,290.0109788208082,-30.546594392614935,11.453405607385065,-29.36324692859762,14
0.2550056606052826,Fungi,2.2213728870405554,22.874016565278158,3.093511840324754,terrestrial,Radial Growth Rate,0.9910599963407052,307.0006623592395,294.223272065621,-25.744185723632796,16.255814276367204,-24.56083825961548,15
0.5315526865144338,Fungi,4.91694756169241,8.018100736372471,4.286014969144363,terrestrial,Radial Growth Rate,0.9811165519221174,293.02151383616416,285.11690472749444,-11.000051489221864,72.99994851077814,-10.52340223914285,16
1.358049278751229,Fungi,1.3905741899765331,2.567126307210111,0.0002522344394200182,terrestrial,Radial Growth Rate,0.9463353132162775,295.1560052962543,295.7221106321216,-7.650818924913764,76.34918107508624,-7.174169674834751,17
0.7337610016681513,Fungi,2.3801218682007796,5.965547752669239,2.0489091359064373,terrestrial,Radial Growth Rate,0.9806852210288841,297.920604885384,288.22540962456156,-11.335388565219414,72.66461143478058,-10.8587393151404,18
0.3863415838549964,Fungi,2.457607450074742,12.654285980921195,2.720938548172269,terrestrial,Radial Growth Rate,0.9987778018255098,302.88278572464066,290.6434540824843,-38.56358193029782,45.43641806970218,-38.08693268021881,19
0.429562243631757,Fungi,1.9284065140097795,8.503211347821273,2.376287402146322,terrestrial,Radial Growth Rate,0.9988631597883707,303.2942708714184,293.7088259135288,-41.82095776989627,0.17904223010373244,-40.63761030587895,20
0.6217969932706002,Fungi,2.2777185476732735,7.106964491771826,2.344449603855703,terrestrial,Radial Growth Rate,0.9964516032166376,300.4441676911807,289.71032143470404,-32.495065274971665,9.504934725028335,-31.31171781095435,21
0.4242327511268713,Fungi,3.945954992743152,7.909098623594611,3.6743201398687475,terrestrial,Radial Growth Rate,0.9917077058749526,296.1551048099103,286.6483266673929,-21.444253908412406,62.555746091587594,-20.967604658333393,22
0.004587691383443948,Fungi,7.344127742751397,14.900222708381587,7.009502387300794,terrestrial,Radial Growth Rate,0.9968438417151961,297.9305362023722,289.1027873424511,-28.800563702170578,55.19943629782942,-28.323914452091564,23
0.3437051463555103,Fungi,3.0468768012304173,68.60532624020689,3.180909547505367,terrestrial,Radial Growth Rate,0.9982433392027119,304.4298345475229,289.68715503458105,-30.314513710251276,53.685486289748724,-29.837864460172263,24
0.9732417227911552,Fungi,2.0214341076096707,7.817074178425301,2.2802967243363215,terrestrial,Radial Growth Rate,0.9851069573930844,298.8863952881702,289.966537152779,-15.523882033718543,68.47611796628146,-15.04723278363953,25
0.12178139915420716,Fungi,4.818674615713399,10.915997748250492,4.68925484600873,terrestrial,Radial Growth Rate,0.9984449152430317,297.7293294215867,288.1809998689554,-36.743382026358425,5.256617973641575,-35.56003456234111,26
0.06234665054473054,Fungi,4.032089070544972,12.078096276711458,3.913896038569468,terrestrial,Radial Growth Rate,0.9981496787367642,300.8818735685401,290.25444943946513,-31.801881865585543,52.19811813441446,-31.32523261550653,27
587.101860866969,Fungi,2.0979356062652528,2.659257438046541,0.17438920599737284,terrestrial,Radial Growth Rate,-3.770953757215426,261.0312082262844,45.187871524758265,26.286775488839986,68.28677548884,27.470122952857302,28
0.04394674278436961,Fungi,7.001721940077045,12.687318251040656,6.4678578653223715,terrestrial,Radial Growth Rate,0.9963001472995795,295.551533218193,286.84282008088246,-25.62163862014829,58.37836137985171,-25.144989370069275,29
0.11842253962036642,Fungi,3.0236528365290116,13.896457682497502,3.005056827108171,terrestrial,Radial Growth Rate,0.996682378800271,303.1062078041593,290.95708431545637,-30.781788639665308,53.21821136033469,-30.305139389586294,30
0.5982981247353802,Fungi,0.9903474557194398,13.138378756297437,2.1425452159187164,terrestrial,Radial Growth Rate,0.9975775319382073,304.0217067923523,301.46398617123236,-39.43281971111861,2.5671802888813886,-38.249472247101295,31
0.1221280685373749,Fungi,2.7836035897477593,10.720746156287781,2.881119447729565,terrestrial,Radial Growth Rate,0.999753399404043,302.21321787761894,291.7546959930701,-53.63774963953833,30.362250360461672,-53.161100389459314,32
0.0004332900924197691,Fungi,10.673629603081336,16.083060861515637,10.148636642710379,terrestrial,Radial Growth Rate,0.9937727552770885,294.30983033187175,288.390099554523,-33.524150730954155,8.475849269045845,-32.34080326693684,33
0.7848266232705838,Fungi,1.8675885130811682,11.836277721971264,1.6348895654775109,terrestrial,Radial Growth Rate,0.9918041273787552,300.70830414951035,288.3015852337748,-22.70904500836702,61.29095499163298,-22.232395758288007,34
0.7698674982474114,Fungi,2.846159588431231,9.138001558694514,2.857787357587382,terrestrial,Radial Growth Rate,0.9954197574820156,298.284886535033,287.3253651413126,-27.504504762254896,56.495495237745104,-27.027855512175883,35
0.7031162128957018,Fungi,2.3106281165371434,11.039936249090411,2.4323204748399454,terrestrial,Radial Growth Rate,0.9955918074935107,300.4216705359461,288.9794666556463,-27.817849852881423,56.18215014711858,-27.34120060280241,36
0.7934254168637556,Fungi,3.664657499871484,10.66333969966279,3.3972636148262367,terrestrial,Radial Growth Rate,0.9992176627411821,297.2781592843604,284.9560435557987,-44.589019659079085,39.410980340920915,-44.11237040900007,37
0.7984189406254094,Fungi,2.6969207598325733,8.887342627549328,2.4688040826934876,terrestrial,Radial Growth Rate,0.990131441357699,298.4197975607787,286.42083586123624,-21.853959620576376,62.146040379423624,-21.377310370497362,38
1.767102913654167,Fungi,0.8066285094188046,5.439841008698804,2.243821043036339,terrestrial,Radial Growth Rate,0.9962189340076345,298.6942464176424,302.2671717751141,-25.407865841724465,58.592134158275535,-24.931216591645452,39
1.2894542323239402,Fungi,1.7592299602648085,24.305402377706038,1.668220286702578,terrestrial,Radial Growth Rate,0.9905875855932459,303.61615569302234,286.8077881744358,-23.584938900292798,60.4150610997072,-23.108289650213784,40
0.5970930263225627,Fungi,4.059466781005392,9.292257340874656,3.6237907766905675,terrestrial,Radial Growth Rate,0.9860382307069783,296.02189700907667,285.06861603163816,-18.798636075908952,65.20136392409105,-18.32198682582994,41
0.7122051715718185,Fungi,2.311133944064093,2.238974633081699,9.418120488271647,terrestrial,Radial Growth Rate,0.9995531291286414,288.37357993995477,300.01314462609776,-45.43310748368732,38.56689251631268,-44.95645823360831,42
0.6538134370103619,Fungi,2.404866436842482,9.115761550571218,2.352451033497162,terrestrial,Radial Growth Rate,0.988966547878696,300.2905706139911,288.07920208344893,-22.100006698147133,61.89999330185287,-21.62335744806812,43
601.1629453434551,Fungi,2.7660357724335607,2.7092677239340226,4.577293335558032,terrestrial,Radial Growth Rate,-4.422229959593886,-243.48711015143294,218.04005373146447,27.942717919149914,111.94271791914991,28.419367169228927,44
0.638878227421223,Fungi,3.476985190974875,9.418207113494892,3.281635814390903,terrestrial,Radial Growth Rate,0.9877825062708823,297.95598068256544,285.9655012696908,-21.535431745324644,62.464568254675356,-21.05878249524563,45
0.8479229457152229,Fungi,3.0999756703767085,5.500057691268974,2.5749693075106963,terrestrial,Radial Growth Rate,0.9911221625276766,293.8480209745639,285.1095172147284,-22.854301426178857,61.14569857382114,-22.377652176099843,46
0.8527507955650708,Fungi,2.244378177915654,17.703226320719928,2.1681605118500933,terrestrial,Radial Growth Rate,0.9992517253559109,302.54806163223634,287.4113163845981,-42.69358830754981,41.30641169245019,-42.216939057470796,47
6840.863447794019,Fungi,31.623686974745915,39.26791583485813,31.097429283202352,terrestrial,Radial Growth Rate,0.9998245991997469,285.5277383034391,281.2572001878285,-54.430367882728206,29.569632117271794,-53.95371863264919,48
0.7803038531549433,Fungi,1.9255241980460966,13.868139719195113,2.159932422753125,terrestrial,Radial Growth Rate,0.9897710659026515,302.148089237002,290.49428910399917,-23.346850251308034,18.653149748691966,-22.163502787290717,49
